pdb_id,cluster_v2_id,tool,same_tool_unit_id,raw_row_id,raw_pocket_id,formal_tool_representative,representative_pocket_id,formal_vote_count
5LGE,5LGE_V2C029,DoGSiteScorer,5LGE_DoGSiteScorer_U017,191,P_2_5,false,P_2_4,0
5LGE,5LGE_V2C030,CASTpFold,5LGE_CASTpFold_U001,982,1,true,1,1
5LGE,5LGE_V2C030,CASTpFold,5LGE_CASTpFold_U001,1086,105,false,1,0
5LGE,5LGE_V2C030,CavityPlus,5LGE_CavityPlus_U001,1513,Cavity_1,true,Cavity_1,1
5LGE,5LGE_V2C031,DoGSite3,5LGE_DoGSite3_U022,539,P_20,true,P_20,1
5LGE,5LGE_V2C031,DoGSiteScorer,5LGE_DoGSiteScorer_U039,218,P_18,true,P_18,1
5LGE,5LGE_V2C032,DoGSite3,5LGE_DoGSite3_U009,526,P_7,true,P_7,1
5LGE,5LGE_V2C032,DoGSiteScorer,5LGE_DoGSiteScorer_U013,185,P_2,true,P_2,1
5LGE,5LGE_V2C032,DoGSiteScorer,5LGE_DoGSiteScorer_U013,188,P_2_2,false,P_2,0
5LGE,5LGE_V2C033,DoGSiteScorer,5LGE_DoGSiteScorer_U015,187,P_2_1,true,P_2_1,1
5LGE,5LGE_V2C033,SiteMap,5LGE_SiteMap_U006,1684,SM06_compact_site_4,true,SM06_compact_site_4,1
5LGE,5LGE_V2C034,CASTpFold,5LGE_CASTpFold_U020,1001,20,true,20,1
5LGE,5LGE_V2C035,CASTpFold,5LGE_CASTpFold_U057,1039,58,true,58,1
5LGE,5LGE_V2C036,CASTpFold,5LGE_CASTpFold_U043,1025,44,true,44,1
5LGE,5LGE_V2C037,CASTpFold,5LGE_CASTpFold_U053,1035,54,true,54,1
5LGE,5LGE_V2C038,CASTpFold,5LGE_CASTpFold_U094,1082,101,true,101,1
5LGE,5LGE_V2C039,CASTpFold,5LGE_CASTpFold_U037,1018,37,true,37,1
5LGE,5LGE_V2C040,CASTpFold,5LGE_CASTpFold_U017,998,17,true,17,1
5LGE,5LGE_V2C041,CASTpFold,5LGE_CASTpFold_U033,1014,33,true,33,1
5LGE,5LGE_V2C042,DoGSiteScorer,5LGE_DoGSiteScorer_U035,214,P_14,true,P_14,1
5LGE,5LGE_V2C043,CASTpFold,5LGE_CASTpFold_U018,999,18,true,18,1
5LGE,5LGE_V2C044,CASTpFold,5LGE_CASTpFold_U066,1048,67,true,67,1
5LGE,5LGE_V2C045,CavityPlus,5LGE_CavityPlus_U013,1525,Cavity_13,true,Cavity_13,1
5LGE,5LGE_V2C046,CASTpFold,5LGE_CASTpFold_U051,1033,52,true,52,1
5LGE,5LGE_V2C047,CASTpFold,5LGE_CASTpFold_U075,1057,76,true,76,1
5LGE,5LGE_V2C048,CASTpFold,5LGE_CASTpFold_U044,1026,45,true,45,1
5LGE,5LGE_V2C049,CASTpFold,5LGE_CASTpFold_U072,1054,73,true,73,1
5LGE,5LGE_V2C050,CASTpFold,5LGE_CASTpFold_U073,1055,74,true,74,1
5LGE,5LGE_V2C051,CASTpFold,5LGE_CASTpFold_U083,1065,84,true,84,1
5LGE,5LGE_V2C052,CASTpFold,5LGE_CASTpFold_U081,1063,82,true,82,1
5LGE,5LGE_V2C052,CASTpFold,5LGE_CASTpFold_U081,1075,94,false,82,0
5LGE,5LGE_V2C053,CASTpFold,5LGE_CASTpFold_U076,1058,77,true,77,1
5LGE,5LGE_V2C054,CASTpFold,5LGE_CASTpFold_U038,1020,39,true,39,1
5LGE,5LGE_V2C055,SiteMap,5LGE_SiteMap_U004,1682,SM04_compact_site_3,true,SM04_compact_site_3,1
5LGE,5LGE_V2C056,CASTpFold,5LGE_CASTpFold_U087,1069,88,true,88,1
5LGE,5LGE_V2C057,CASTpFold,5LGE_CASTpFold_U096,1084,103,true,103,1
5LGE,5LGE_V2C058,CASTpFold,5LGE_CASTpFold_U063,1045,64,true,64,1
5LGE,5LGE_V2C059,CASTpFold,5LGE_CASTpFold_U084,1066,85,true,85,1
5LGE,5LGE_V2C060,CASTpFold,5LGE_CASTpFold_U022,1003,22,true,22,1
5LGE,5LGE_V2C061,CASTpFold,5LGE_CASTpFold_U030,1011,30,true,30,1
5LGE,5LGE_V2C061,CASTpFold,5LGE_CASTpFold_U030,1088,107,false,30,0
5LGE,5LGE_V2C062,CASTpFold,5LGE_CASTpFold_U067,1049,68,true,68,1
5LGE,5LGE_V2C063,CASTpFold,5LGE_CASTpFold_U097,1085,104,true,104,1
5LGE,5LGE_V2C064,CASTpFold,5LGE_CASTpFold_U034,1015,34,true,34,1
5LGE,5LGE_V2C065,CASTpFold,5LGE_CASTpFold_U059,1041,60,true,60,1
5LGE,5LGE_V2C065,CASTpFold,5LGE_CASTpFold_U059,1087,106,false,60,0
5LGE,5LGE_V2C066,CASTpFold,5LGE_CASTpFold_U027,1008,27,true,27,1
5LGE,5LGE_V2C067,CASTpFold,5LGE_CASTpFold_U056,1038,57,true,57,1
5LGE,5LGE_V2C068,CASTpFold,5LGE_CASTpFold_U088,1072,91,true,91,1
5LGE,5LGE_V2C069,CASTpFold,5LGE_CASTpFold_U085,1067,86,true,86,1
5LGE,5LGE_V2C070,CASTpFold,5LGE_CASTpFold_U061,1043,62,true,62,1
5LGE,5LGE_V2C071,CASTpFold,5LGE_CASTpFold_U065,1047,66,true,66,1
5LGE,5LGE_V2C072,CASTpFold,5LGE_CASTpFold_U079,1061,80,true,80,1
5LGE,5LGE_V2C073,DoGSiteScorer,5LGE_DoGSiteScorer_U014,186,P_2_0,true,P_2_0,1
5LGE,5LGE_V2C074,CASTpFold,5LGE_CASTpFold_U052,1034,53,true,53,1
5LGE,5LGE_V2C075,CASTpFold,5LGE_CASTpFold_U015,996,15,true,15,1
5LGE,5LGE_V2C076,CASTpFold,5LGE_CASTpFold_U049,1031,50,true,50,1
5LGE,5LGE_V2C077,CASTpFold,5LGE_CASTpFold_U062,1044,63,true,63,1
5LGE,5LGE_V2C078,CASTpFold,5LGE_CASTpFold_U070,1052,71,true,71,1
5LGE,5LGE_V2C079,CASTpFold,5LGE_CASTpFold_U019,1000,19,true,19,1
5LGE,5LGE_V2C080,CASTpFold,5LGE_CASTpFold_U095,1083,102,true,102,1
5LGE,5LGE_V2C081,CavityPlus,5LGE_CavityPlus_U018,1530,Cavity_18,true,Cavity_18,1
5LGE,5LGE_V2C082,CASTpFold,5LGE_CASTpFold_U091,1079,98,true,98,1
5LGE,5LGE_V2C083,CASTpFold,5LGE_CASTpFold_U086,1068,87,true,87,1
5LGE,5LGE_V2C084,CASTpFold,5LGE_CASTpFold_U050,1032,51,true,51,1
5LGE,5LGE_V2C085,CASTpFold,5LGE_CASTpFold_U032,1013,32,true,32,1
5LGE,5LGE_V2C086,CASTpFold,5LGE_CASTpFold_U064,1046,65,true,65,1
5LGE,5LGE_V2C087,CASTpFold,5LGE_CASTpFold_U090,1076,95,true,95,1
5LGE,5LGE_V2C088,CavityPlus,5LGE_CavityPlus_U021,1533,Cavity_21,true,Cavity_21,1
5LGE,5LGE_V2C089,CASTpFold,5LGE_CASTpFold_U080,1062,81,true,81,1
5LGE,5LGE_V2C089,CASTpFold,5LGE_CASTpFold_U080,1071,90,false,81,0
5LGE,5LGE_V2C090,CASTpFold,5LGE_CASTpFold_U045,1027,46,true,46,1
5LGE,5LGE_V2C091,CavityPlus,5LGE_CavityPlus_U020,1532,Cavity_20,true,Cavity_20,1
5LGE,5LGE_V2C092,CASTpFold,5LGE_CASTpFold_U042,1024,43,true,43,1
5LGE,5LGE_V2C093,CASTpFold,5LGE_CASTpFold_U054,1036,55,true,55,1
5LGE,5LGE_V2C094,CavityPlus,5LGE_CavityPlus_U011,1523,Cavity_11,true,Cavity_11,1
5LGE,5LGE_V2C095,CASTpFold,5LGE_CASTpFold_U021,1002,21,true,21,1
5LGE,5LGE_V2C096,CASTpFold,5LGE_CASTpFold_U041,1023,42,true,42,1
5NIU,5NIU_V2C001,CASTpFold,5NIU_CASTpFold_U001,1090,1,true,1,1
5NIU,5NIU_V2C001,CavityPlus,5NIU_CavityPlus_U003,1536,Cavity_3,true,Cavity_3,1
5NIU,5NIU_V2C001,DoGSite3,5NIU_DoGSite3_U003,544,P_3,true,P_3,1
5NIU,5NIU_V2C001,DoGSiteScorer,5NIU_DoGSiteScorer_U009,231,P_3,true,P_3,1
5NIU,5NIU_V2C002,CASTpFold,5NIU_CASTpFold_U002,1091,2,true,2,1
5NIU,5NIU_V2C002,CavityPlus,5NIU_CavityPlus_U002,1535,Cavity_2,true,Cavity_2,1
5NIU,5NIU_V2C002,DoGSite3,5NIU_DoGSite3_U001,542,P_1,false,P_2,0
5NIU,5NIU_V2C002,DoGSite3,5NIU_DoGSite3_U002,543,P_2,true,P_2,1
5NIU,5NIU_V2C002,DoGSite3,5NIU_DoGSite3_U006,547,P_6,false,P_2,0
5NIU,5NIU_V2C002,DoGSiteScorer,5NIU_DoGSiteScorer_U001,221,P_0,true,P_0,1
5NIU,5NIU_V2C002,DoGSiteScorer,5NIU_DoGSiteScorer_U001,222,P_0_0,false,P_0,0
5NIU,5NIU_V2C002,DoGSiteScorer,5NIU_DoGSiteScorer_U002,223,P_0_1,false,P_0,0
5NIU,5NIU_V2C003,CavityPlus,5NIU_CavityPlus_U001,1534,Cavity_1,true,Cavity_1,1
5NIU,5NIU_V2C003,DoGSiteScorer,5NIU_DoGSiteScorer_U006,227,P_1,true,P_1,1
5NIU,5NIU_V2C003,SiteMap,5NIU_SiteMap_U002,1690,SM02_site_3,true,SM02_site_3,1
5NIU,5NIU_V2C004,CASTpFold,5NIU_CASTpFold_U011,1100,11,true,11,1
5NIU,5NIU_V2C004,CavityPlus,5NIU_CavityPlus_U004,1537,Cavity_4,true,Cavity_4,1
5NIU,5NIU_V2C004,DoGSiteScorer,5NIU_DoGSiteScorer_U010,232,P_4,true,P_4,1
5NIU,5NIU_V2C005,CASTpFold,5NIU_CASTpFold_U003,1092,3,true,3,1
5NIU,5NIU_V2C005,DoGSiteScorer,5NIU_DoGSiteScorer_U005,226,P_0_4,true,P_0_4,1
5NIU,5NIU_V2C006,CASTpFold,5NIU_CASTpFold_U016,1105,16,true,16,1
5NIU,5NIU_V2C006,CASTpFold,5NIU_CASTpFold_U016,1110,21,false,16,0
5NIU,5NIU_V2C006,DoGSiteScorer,5NIU_DoGSiteScorer_U003,224,P_0_2,true,P_0_2,1
5NIU,5NIU_V2C007,CASTpFold,5NIU_CASTpFold_U009,1098,9,true,9,1
5NIU,5NIU_V2C007,DoGSiteScorer,5NIU_DoGSiteScorer_U004,225,P_0_3,true,P_0_3,1
5NIU,5NIU_V2C008,CASTpFold,5NIU_CASTpFold_U004,1093,4,false,8,0
5NIU,5NIU_V2C008,CASTpFold,5NIU_CASTpFold_U006,1095,6,false,8,0
5NIU,5NIU_V2C008,CASTpFold,5NIU_CASTpFold_U007,1096,7,false,8,0
5NIU,5NIU_V2C008,CASTpFold,5NIU_CASTpFold_U008,1097,8,true,8,1
5NIU,5NIU_V2C008,DoGSiteScorer,5NIU_DoGSiteScorer_U007,228,P_2,true,P_2,1
5NIU,5NIU_V2C008,DoGSiteScorer,5NIU_DoGSiteScorer_U007,229,P_2_0,false,P_2,0
5NIU,5NIU_V2C008,DoGSiteScorer,5NIU_DoGSiteScorer_U008,230,P_2_1,false,P_2,0
5NIU,5NIU_V2C009,CASTpFold,5NIU_CASTpFold_U013,1102,13,true,13,1
5NIU,5NIU_V2C010,CASTpFold,5NIU_CASTpFold_U005,1094,5,true,5,1
5NIU,5NIU_V2C011,CASTpFold,5NIU_CASTpFold_U014,1103,14,true,14,1
5NIU,5NIU_V2C012,DoGSite3,5NIU_DoGSite3_U004,545,P_4,true,P_4,1
5NIU,5NIU_V2C013,CASTpFold,5NIU_CASTpFold_U010,1099,10,true,10,1
5NIU,5NIU_V2C014,CASTpFold,5NIU_CASTpFold_U019,1108,19,true,19,1
5NIU,5NIU_V2C015,CASTpFold,5NIU_CASTpFold_U021,1111,22,true,22,1
5NIU,5NIU_V2C016,CASTpFold,5NIU_CASTpFold_U018,1107,18,true,18,1
5NIU,5NIU_V2C017,SiteMap,5NIU_SiteMap_U001,1689,SM01_site_1,true,SM01_site_1,1
5NIU,5NIU_V2C018,SiteMap,5NIU_SiteMap_U003,1691,SM03_site_4,true,SM03_site_4,1
5NIU,5NIU_V2C019,CASTpFold,5NIU_CASTpFold_U017,1106,17,true,17,1
5NIU,5NIU_V2C020,CASTpFold,5NIU_CASTpFold_U015,1104,15,true,15,1
5NIU,5NIU_V2C021,CASTpFold,5NIU_CASTpFold_U012,1101,12,true,12,1
5NIU,5NIU_V2C022,DoGSite3,5NIU_DoGSite3_U005,546,P_5,true,P_5,1
5NIU,5NIU_V2C023,CASTpFold,5NIU_CASTpFold_U020,1109,20,true,20,1
5NIU,5NIU_V2C024,SiteMap,5NIU_SiteMap_U004,1692,SM04_site_2,true,SM04_site_2,1
5TBM,5TBM_V2C001,CASTpFold,5TBM_CASTpFold_U004,664,4,true,4,1
5TBM,5TBM_V2C001,CavityPlus,5TBM_CavityPlus_U002,1438,Cavity_2,true,Cavity_2,1
5TBM,5TBM_V2C001,DoGSite3,5TBM_DoGSite3_U004,455,P_3,true,P_3,1
5TBM,5TBM_V2C001,DoGSiteScorer,5TBM_DoGSiteScorer_U005,18,P_2,true,P_2,1
5TBM,5TBM_V2C001,SiteMap,5TBM_SiteMap_U003,1695,SM03_site_3,true,SM03_site_3,1
5TBM,5TBM_V2C002,CASTpFold,5TBM_CASTpFold_U001,661,1,true,1,1
5TBM,5TBM_V2C002,CavityPlus,5TBM_CavityPlus_U001,1437,Cavity_1,true,Cavity_1,1
5TBM,5TBM_V2C002,DoGSite3,5TBM_DoGSite3_U001,451,P_1,true,P_1,1
5TBM,5TBM_V2C002,DoGSite3,5TBM_DoGSite3_U001,452,P_1_1,false,P_1,0
5TBM,5TBM_V2C002,DoGSite3,5TBM_DoGSite3_U002,453,P_1_2,false,P_1,0
5TBM,5TBM_V2C002,DoGSiteScorer,5TBM_DoGSiteScorer_U004,17,P_1,true,P_1,1
5TBM,5TBM_V2C002,SiteMap,5TBM_SiteMap_U001,1693,SM01_site_1,true,SM01_site_1,1
5TBM,5TBM_V2C003,CASTpFold,5TBM_CASTpFold_U002,662,2,true,2,1
5TBM,5TBM_V2C003,CASTpFold,5TBM_CASTpFold_U023,683,23,false,2,0
5TBM,5TBM_V2C003,CavityPlus,5TBM_CavityPlus_U004,1440,Cavity_4,true,Cavity_4,1
5TBM,5TBM_V2C003,DoGSiteScorer,5TBM_DoGSiteScorer_U001,12,P_0,true,P_0,1
5TBM,5TBM_V2C003,DoGSiteScorer,5TBM_DoGSiteScorer_U001,13,P_0_0,false,P_0,0
5TBM,5TBM_V2C003,SiteMap,5TBM_SiteMap_U002,1694,SM02_site_2,true,SM02_site_2,1
5TBM,5TBM_V2C004,CASTpFold,5TBM_CASTpFold_U003,663,3,true,3,1
5TBM,5TBM_V2C004,DoGSite3,5TBM_DoGSite3_U005,456,P_4,true,P_4,1
5TBM,5TBM_V2C004,DoGSiteScorer,5TBM_DoGSiteScorer_U008,22,P_4,true,P_4,1
5TBM,5TBM_V2C005,CASTpFold,5TBM_CASTpFold_U008,668,8,true,8,1
5TBM,5TBM_V2C005,CASTpFold,5TBM_CASTpFold_U009,669,9,false,8,0
5TBM,5TBM_V2C005,CavityPlus,5TBM_CavityPlus_U006,1442,Cavity_6,true,Cavity_6,1
5TBM,5TBM_V2C005,DoGSiteScorer,5TBM_DoGSiteScorer_U002,14,P_0_1,true,P_0_1,1
5TBM,5TBM_V2C005,DoGSiteScorer,5TBM_DoGSiteScorer_U002,16,P_0_3,false,P_0_1,0
5TBM,5TBM_V2C006,CASTpFold,5TBM_CASTpFold_U015,675,15,false,17,0
5TBM,5TBM_V2C006,CASTpFold,5TBM_CASTpFold_U017,677,17,true,17,1
5TBM,5TBM_V2C006,CASTpFold,5TBM_CASTpFold_U015,685,25,false,17,0
5TBM,5TBM_V2C006,DoGSiteScorer,5TBM_DoGSiteScorer_U006,19,P_3,true,P_3,1
5TBM,5TBM_V2C006,DoGSiteScorer,5TBM_DoGSiteScorer_U006,20,P_3_0,false,P_3,0
5TBM,5TBM_V2C006,DoGSiteScorer,5TBM_DoGSiteScorer_U007,21,P_3_1,false,P_3,0
5TBM,5TBM_V2C007,CASTpFold,5TBM_CASTpFold_U025,686,26,true,26,1
5TBM,5TBM_V2C007,CavityPlus,5TBM_CavityPlus_U003,1439,Cavity_3,true,Cavity_3,1
5TBM,5TBM_V2C008,CASTpFold,5TBM_CASTpFold_U007,667,7,true,7,1
5TBM,5TBM_V2C008,CASTpFold,5TBM_CASTpFold_U012,672,12,false,7,0
5TBM,5TBM_V2C008,CavityPlus,5TBM_CavityPlus_U005,1441,Cavity_5,true,Cavity_5,1
5TBM,5TBM_V2C009,CASTpFold,5TBM_CASTpFold_U006,666,6,true,6,1
5TBM,5TBM_V2C010,CASTpFold,5TBM_CASTpFold_U019,679,19,true,19,1
5TBM,5TBM_V2C011,CASTpFold,5TBM_CASTpFold_U018,678,18,true,18,1
5TBM,5TBM_V2C012,CASTpFold,5TBM_CASTpFold_U020,680,20,true,20,1
5TBM,5TBM_V2C013,CASTpFold,5TBM_CASTpFold_U010,670,10,true,10,1
5TBM,5TBM_V2C014,CASTpFold,5TBM_CASTpFold_U021,681,21,true,21,1
5TBM,5TBM_V2C015,CASTpFold,5TBM_CASTpFold_U014,674,14,true,14,1
5TBM,5TBM_V2C016,CASTpFold,5TBM_CASTpFold_U022,682,22,true,22,1
5TBM,5TBM_V2C017,CASTpFold,5TBM_CASTpFold_U005,665,5,true,5,1
5TBM,5TBM_V2C018,CASTpFold,5TBM_CASTpFold_U024,684,24,true,24,1
5TBM,5TBM_V2C019,CASTpFold,5TBM_CASTpFold_U013,673,13,true,13,1
5TBM,5TBM_V2C020,CASTpFold,5TBM_CASTpFold_U011,671,11,true,11,1
5TBM,5TBM_V2C021,DoGSite3,5TBM_DoGSite3_U003,454,P_2,true,P_2,1
5TBM,5TBM_V2C022,CASTpFold,5TBM_CASTpFold_U016,676,16,true,16,1
5TBM,5TBM_V2C023,DoGSiteScorer,5TBM_DoGSiteScorer_U003,15,P_0_2,true,P_0_2,1
6E3S,6E3S_V2C001,CASTpFold,6E3S_CASTpFold_U029,1141,30,true,30,1
6E3S,6E3S_V2C001,CASTpFold,6E3S_CASTpFold_U079,1194,83,false,30,0
6E3S,6E3S_V2C001,CASTpFold,6E3S_CASTpFold_U080,1195,84,false,30,0
6E3S,6E3S_V2C001,CavityPlus,6E3S_CavityPlus_U009,1546,Cavity_9,true,Cavity_9,1
6E3S,6E3S_V2C001,DoGSite3,6E3S_DoGSite3_U012,561,P_10,true,P_10,1
6E3S,6E3S_V2C001,DoGSiteScorer,6E3S_DoGSiteScorer_U028,271,P_8,true,P_8,1
6E3S,6E3S_V2C002,CASTpFold,6E3S_CASTpFold_U013,1124,13,true,13,1
6E3S,6E3S_V2C002,CASTpFold,6E3S_CASTpFold_U020,1131,20,false,13,0
6E3S,6E3S_V2C002,CavityPlus,6E3S_CavityPlus_U005,1542,Cavity_5,true,Cavity_5,1
6E3S,6E3S_V2C002,DoGSite3,6E3S_DoGSite3_U013,562,P_11,true,P_11,1
6E3S,6E3S_V2C002,DoGSiteScorer,6E3S_DoGSiteScorer_U029,272,P_9,true,P_9,1
6E3S,6E3S_V2C003,CASTpFold,6E3S_CASTpFold_U004,1115,4,true,4,1
6E3S,6E3S_V2C003,CavityPlus,6E3S_CavityPlus_U006,1543,Cavity_6,true,Cavity_6,1
6E3S,6E3S_V2C003,DoGSite3,6E3S_DoGSite3_U006,555,P_4,true,P_4,1
6E3S,6E3S_V2C003,DoGSite3,6E3S_DoGSite3_U014,563,P_12,false,P_4,0
6E3S,6E3S_V2C003,DoGSiteScorer,6E3S_DoGSiteScorer_U013,249,P_1,true,P_1,1
6E3S,6E3S_V2C003,DoGSiteScorer,6E3S_DoGSiteScorer_U013,250,P_1_0,false,P_1,0
6E3S,6E3S_V2C003,DoGSiteScorer,6E3S_DoGSiteScorer_U014,251,P_1_1,false,P_1,0
6E3S,6E3S_V2C004,CASTpFold,6E3S_CASTpFold_U021,1132,21,true,21,1
6E3S,6E3S_V2C004,CASTpFold,6E3S_CASTpFold_U030,1142,31,false,21,0
6E3S,6E3S_V2C004,CASTpFold,6E3S_CASTpFold_U066,1178,67,false,21,0
6E3S,6E3S_V2C004,CavityPlus,6E3S_CavityPlus_U003,1540,Cavity_3,true,Cavity_3,1
6E3S,6E3S_V2C004,DoGSite3,6E3S_DoGSite3_U011,560,P_9,true,P_9,1
6E3S,6E3S_V2C004,DoGSiteScorer,6E3S_DoGSiteScorer_U026,268,P_7,true,P_7,1
6E3S,6E3S_V2C004,DoGSiteScorer,6E3S_DoGSiteScorer_U026,269,P_7_0,false,P_7,0
6E3S,6E3S_V2C004,DoGSiteScorer,6E3S_DoGSiteScorer_U027,270,P_7_1,false,P_7,0
6E3S,6E3S_V2C005,CASTpFold,6E3S_CASTpFold_U002,1113,2,true,2,1
6E3S,6E3S_V2C005,CASTpFold,6E3S_CASTpFold_U002,1134,23,false,2,0
6E3S,6E3S_V2C005,CavityPlus,6E3S_CavityPlus_U007,1544,Cavity_7,true,Cavity_7,1
6E3S,6E3S_V2C005,DoGSite3,6E3S_DoGSite3_U004,552,P_3,false,P_6,0
6E3S,6E3S_V2C005,DoGSite3,6E3S_DoGSite3_U004,553,P_3_1,false,P_6,0
6E3S,6E3S_V2C005,DoGSite3,6E3S_DoGSite3_U008,557,P_6,true,P_6,1
6E3S,6E3S_V2C005,DoGSiteScorer,6E3S_DoGSiteScorer_U001,233,P_0,true,P_0,1
6E3S,6E3S_V2C005,DoGSiteScorer,6E3S_DoGSiteScorer_U001,234,P_0_0,false,P_0,0
6E3S,6E3S_V2C005,DoGSiteScorer,6E3S_DoGSiteScorer_U005,238,P_0_4,false,P_0,0
6E3S,6E3S_V2C006,CASTpFold,6E3S_CASTpFold_U003,1114,3,true,3,1
6E3S,6E3S_V2C006,CavityPlus,6E3S_CavityPlus_U004,1541,Cavity_4,true,Cavity_4,1
6E3S,6E3S_V2C006,DoGSite3,6E3S_DoGSite3_U001,548,P_1,true,P_1,1
6E3S,6E3S_V2C006,DoGSite3,6E3S_DoGSite3_U001,549,P_1_1,false,P_1,0
6E3S,6E3S_V2C006,DoGSite3,6E3S_DoGSite3_U002,550,P_1_2,false,P_1,0
6E3S,6E3S_V2C006,DoGSiteScorer,6E3S_DoGSiteScorer_U016,253,P_2,true,P_2,1
6E3S,6E3S_V2C007,CASTpFold,6E3S_CASTpFold_U001,1112,1,true,1,1
6E3S,6E3S_V2C007,CavityPlus,6E3S_CavityPlus_U001,1538,Cavity_1,true,Cavity_1,1
6E3S,6E3S_V2C007,DoGSite3,6E3S_DoGSite3_U003,551,P_2,true,P_2,1
6E3S,6E3S_V2C007,DoGSiteScorer,6E3S_DoGSiteScorer_U002,235,P_0_1,true,P_0_1,1
6E3S,6E3S_V2C007,DoGSiteScorer,6E3S_DoGSiteScorer_U007,240,P_0_6,false,P_0_1,0
6E3S,6E3S_V2C007,DoGSiteScorer,6E3S_DoGSiteScorer_U002,241,P_0_7,false,P_0_1,0
6E3S,6E3S_V2C008,CASTpFold,6E3S_CASTpFold_U007,1118,7,true,7,1
6E3S,6E3S_V2C008,DoGSite3,6E3S_DoGSite3_U009,558,P_7,true,P_7,1
6E3S,6E3S_V2C008,DoGSiteScorer,6E3S_DoGSiteScorer_U018,256,P_3_1,true,P_3_1,1
6E3S,6E3S_V2C008,DoGSiteScorer,6E3S_DoGSiteScorer_U018,257,P_3_2,false,P_3_1,0
6E3S,6E3S_V2C009,CASTpFold,6E3S_CASTpFold_U027,1139,28,true,28,1
6E3S,6E3S_V2C009,CASTpFold,6E3S_CASTpFold_U032,1144,33,false,28,0
6E3S,6E3S_V2C009,CASTpFold,6E3S_CASTpFold_U084,1200,89,false,28,0
6E3S,6E3S_V2C009,DoGSite3,6E3S_DoGSite3_U016,565,P_14,true,P_14,1
6E3S,6E3S_V2C009,DoGSiteScorer,6E3S_DoGSiteScorer_U017,254,P_3,true,P_3,1
6E3S,6E3S_V2C009,DoGSiteScorer,6E3S_DoGSiteScorer_U017,255,P_3_0,false,P_3,0
6E3S,6E3S_V2C010,CASTpFold,6E3S_CASTpFold_U009,1120,9,true,9,1
6E3S,6E3S_V2C010,CavityPlus,6E3S_CavityPlus_U011,1548,Cavity_11,true,Cavity_11,1
6E3S,6E3S_V2C010,DoGSiteScorer,6E3S_DoGSiteScorer_U030,273,P_10,true,P_10,1
6E3S,6E3S_V2C011,CASTpFold,6E3S_CASTpFold_U010,1121,10,true,10,1
6E3S,6E3S_V2C011,CASTpFold,6E3S_CASTpFold_U043,1155,44,false,10,0
6E3S,6E3S_V2C011,CASTpFold,6E3S_CASTpFold_U056,1168,57,false,10,0
6E3S,6E3S_V2C011,CASTpFold,6E3S_CASTpFold_U073,1186,75,false,10,0
6E3S,6E3S_V2C011,DoGSite3,6E3S_DoGSite3_U010,559,P_8,true,P_8,1
6E3S,6E3S_V2C011,DoGSiteScorer,6E3S_DoGSiteScorer_U024,265,P_6,false,P_6_1,0
6E3S,6E3S_V2C011,DoGSiteScorer,6E3S_DoGSiteScorer_U024,266,P_6_0,false,P_6_1,0
6E3S,6E3S_V2C011,DoGSiteScorer,6E3S_DoGSiteScorer_U025,267,P_6_1,true,P_6_1,1
6E3S,6E3S_V2C012,CASTpFold,6E3S_CASTpFold_U011,1122,11,true,11,1
6E3S,6E3S_V2C012,CASTpFold,6E3S_CASTpFold_U025,1137,26,false,11,0
6E3S,6E3S_V2C012,CavityPlus,6E3S_CavityPlus_U017,1554,Cavity_17,true,Cavity_17,1
6E3S,6E3S_V2C012,DoGSiteScorer,6E3S_DoGSiteScorer_U008,242,P_0_8,true,P_0_8,1
6E3S,6E3S_V2C012,DoGSiteScorer,6E3S_DoGSiteScorer_U008,246,P_0_12,false,P_0_8,0
6E3S,6E3S_V2C013,CavityPlus,6E3S_CavityPlus_U018,1555,Cavity_18,true,Cavity_18,1
6E3S,6E3S_V2C013,DoGSite3,6E3S_DoGSite3_U005,554,P_3_2,true,P_3_2,1
6E3S,6E3S_V2C013,DoGSiteScorer,6E3S_DoGSiteScorer_U003,236,P_0_2,true,P_0_2,1
6E3S,6E3S_V2C014,CASTpFold,6E3S_CASTpFold_U008,1119,8,false,15,0
6E3S,6E3S_V2C014,CASTpFold,6E3S_CASTpFold_U015,1126,15,true,15,1
6E3S,6E3S_V2C014,CASTpFold,6E3S_CASTpFold_U037,1149,38,false,15,0
6E3S,6E3S_V2C014,CASTpFold,6E3S_CASTpFold_U086,1202,91,false,15,0
6E3S,6E3S_V2C014,CASTpFold,6E3S_CASTpFold_U092,1211,100,false,15,0
6E3S,6E3S_V2C014,CavityPlus,6E3S_CavityPlus_U013,1550,Cavity_13,true,Cavity_13,1
6E3S,6E3S_V2C014,DoGSiteScorer,6E3S_DoGSiteScorer_U023,264,P_5_1,true,P_5_1,1
6E3S,6E3S_V2C014,DoGSiteScorer,6E3S_DoGSiteScorer_U031,274,P_11,false,P_5_1,0
6E3S,6E3S_V2C015,CASTpFold,6E3S_CASTpFold_U036,1148,37,true,37,1
6E3S,6E3S_V2C015,CavityPlus,6E3S_CavityPlus_U008,1545,Cavity_8,true,Cavity_8,1
6E3S,6E3S_V2C016,DoGSite3,6E3S_DoGSite3_U007,556,P_5,true,P_5,1
6E3S,6E3S_V2C016,DoGSiteScorer,6E3S_DoGSiteScorer_U004,237,P_0_3,true,P_0_3,1
6E3S,6E3S_V2C017,CASTpFold,6E3S_CASTpFold_U089,1205,94,true,94,1
